"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Cambodia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2012",11.494,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2012",4.552,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2012",16.163,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2012",20.379,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2012",13.806,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2012",4.626,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2012",20.476,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2012",24.593,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2019",16.544,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2019",18.432,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2019",22.642,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2019",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2019",18.551,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2019",20.956,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2019",24.136,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2019",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2019",14.454,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2019",15.748,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2019",21.097,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2019",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2022",15.104,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2022",14.743,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2022",21.011,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2022",9.408,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2022",13.136,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2022",13.173,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2022",16.587,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2022",9.305,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2022",17.144,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2022",16.351,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2022",25.631,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2022",9.517,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2017",28.226,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2017",36.219,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2017",28.014,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2017",6.8,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2017",27.42,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2017",35.049,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2017",27.477,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2017",7.513,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2017",29.063,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2017",37.446,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2017",28.52,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2017",5.985,,,"Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2010",3.844,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2010",3.743,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2010",3.943,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","CLS - Child Activity Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2016",2.173,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","CLS - Child Activity Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2016",2.714,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","CLS - Child Activity Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2016",1.627,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2018",13.981,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2018",16.595,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2018",16.787,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2018",4.005,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2018",15.31,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2018",19.639,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2018",14.562,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2018",5.854,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2018",12.684,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2018",13.874,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2018",19.269,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2018",2.056,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2018",36.718,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2018",42.126,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2018",45.495,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2018",10.298,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2018",38.276,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2018",43.323,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2018",46.761,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2018",14.828,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2018",35.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2018",40.905,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2018",44.285,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2018",5.159,,,"Repository: ILO-STATISTICS - Micro data processing"
"Maldives","HIES - Household Income and Expenditure Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2019",6.033,,,"Repository: ILO-STATISTICS - Micro data processing"
"Maldives","HIES - Household Income and Expenditure Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2019",6.387,,,"Repository: ILO-STATISTICS - Micro data processing"
"Maldives","HIES - Household Income and Expenditure Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2019",5.687,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2019",3.696,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2019",2.135,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2019",5.165,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2019",5.684,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2019",5.351,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2019",2.838,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2019",7.551,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2019",8.694,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2019",1.947,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2019",1.394,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2019",2.655,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","CLS - National Occupation and Employment Survey, Child labour module","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2019",2.469,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2019",9.499,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2019",15.915,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2019",4.332,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2019",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2019",11.17,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2019",18.532,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2019",6.033,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2019",7.534,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2019",12.784,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2019",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2019",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-17","2011",5.155,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): '5-11","2011",9.475,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2011",1.065,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-17","2011",5.407,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): '5-11","2011",10.077,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2011",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-17","2011",4.867,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): '5-11","2011",8.79,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2011",1.347,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2020",28.901,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 15-17","2020",31.57,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 12-14","2020",30.225,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Male","Age (Child labour bands): 15-17","2020",37.961,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 12-14","2020",27.439,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Female","Age (Child labour bands): 15-17","2020",24.086,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity and household chores","Sex: Total","Age (Child labour bands): 12-14","2018",22.08,,,"Repository: ILO-STATISTICS - Micro data processing"
