Country,Sex,Value,Time
Latin America and the Caribbean, Male,17.634,2020
Latin America and the Caribbean, Female,30.964,2020
Latin America and the Caribbean, Male,14.295,2019
Latin America and the Caribbean, Female,28.425,2019
Latin America and the Caribbean, Male,14.169,2018
Latin America and the Caribbean, Female,28.933,2018
Latin America and the Caribbean, Male,14.075,2017
Latin America and the Caribbean, Female,29.302,2017
Latin America and the Caribbean, Male,13.901,2016
Latin America and the Caribbean, Female,29.088,2016
Latin America and the Caribbean, Male,13.091,2015
Latin America and the Caribbean, Female,29.122,2015
Latin America and the Caribbean, Male,12.732,2014
Latin America and the Caribbean, Female,28.67,2014
Latin America and the Caribbean, Male,12.739,2013
Latin America and the Caribbean, Female,28.562,2013
Latin America and the Caribbean, Male,12.399,2012
Latin America and the Caribbean, Female,28.432,2012
Latin America and the Caribbean, Male,12.434,2011
Latin America and the Caribbean, Female,28.247,2011
Latin America and the Caribbean, Male,12.563,2010
Latin America and the Caribbean, Female,28.238,2010
Latin America and the Caribbean, Male,12.658,2009
Latin America and the Caribbean, Female,28.664,2009
Latin America and the Caribbean, Male,12.013,2008
Latin America and the Caribbean, Female,28.883,2008
Latin America and the Caribbean, Male,12.059,2007
Latin America and the Caribbean, Female,29.269,2007
Latin America and the Caribbean, Male,12.061,2006
Latin America and the Caribbean, Female,29.742,2006
Latin America and the Caribbean, Male,12.482,2005
Latin America and the Caribbean, Female,30.151,2005
Latin America and the Caribbean: Lower-middle income, Male,11.188,2026
Latin America and the Caribbean: Lower-middle income, Female,29.016,2026
Latin America and the Caribbean: Lower-middle income, Male,11.368,2025
Latin America and the Caribbean: Lower-middle income, Female,29.26,2025
Latin America and the Caribbean: Lower-middle income, Male,11.577,2024
Latin America and the Caribbean: Lower-middle income, Female,29.561,2024
Latin America and the Caribbean: Lower-middle income, Male,11.653,2023
Latin America and the Caribbean: Lower-middle income, Female,29.718,2023
Latin America and the Caribbean: Lower-middle income, Male,11.428,2022
Latin America and the Caribbean: Lower-middle income, Female,30.718,2022
Latin America and the Caribbean: Lower-middle income, Male,13.042,2021
Latin America and the Caribbean: Lower-middle income, Female,29.787,2021
Latin America and the Caribbean: Lower-middle income, Male,14.1,2020
Latin America and the Caribbean: Lower-middle income, Female,32.087,2020
Latin America and the Caribbean: Lower-middle income, Male,9.926,2019
Latin America and the Caribbean: Lower-middle income, Female,29.966,2019
Latin America and the Caribbean: Lower-middle income, Male,9.609,2018
Latin America and the Caribbean: Lower-middle income, Female,30.488,2018
Latin America and the Caribbean: Lower-middle income, Male,9.936,2017
Latin America and the Caribbean: Lower-middle income, Female,30.833,2017
Latin America and the Caribbean: Lower-middle income, Male,10.119,2016
Latin America and the Caribbean: Lower-middle income, Female,30.475,2016
Latin America and the Caribbean: Lower-middle income, Male,10.482,2015
Latin America and the Caribbean: Lower-middle income, Female,32.074,2015
Latin America and the Caribbean: Lower-middle income, Male,10.204,2014
Latin America and the Caribbean: Lower-middle income, Female,31.316,2014
Latin America and the Caribbean: Lower-middle income, Male,9.7,2013
Latin America and the Caribbean: Lower-middle income, Female,30.484,2013
Latin America and the Caribbean: Lower-middle income, Male,9.871,2012
Latin America and the Caribbean: Lower-middle income, Female,31.251,2012
Latin America and the Caribbean: Lower-middle income, Male,10.274,2011
Latin America and the Caribbean: Lower-middle income, Female,30.871,2011
Latin America and the Caribbean: Lower-middle income, Male,9.935,2010
Latin America and the Caribbean: Lower-middle income, Female,30.515,2010
Latin America and the Caribbean: Lower-middle income, Male,9.938,2009
Latin America and the Caribbean: Lower-middle income, Female,30.168,2009
Latin America and the Caribbean: Lower-middle income, Male,9.916,2008
Latin America and the Caribbean: Lower-middle income, Female,29.932,2008
Latin America and the Caribbean: Lower-middle income, Male,10.493,2007
Latin America and the Caribbean: Lower-middle income, Female,30.807,2007
Latin America and the Caribbean: Lower-middle income, Male,9.862,2006
Latin America and the Caribbean: Lower-middle income, Female,30.622,2006
Latin America and the Caribbean: Lower-middle income, Male,10.303,2005
Latin America and the Caribbean: Lower-middle income, Female,30.454,2005
Latin America and the Caribbean: Upper-middle income, Male,13.635,2026
Latin America and the Caribbean: Upper-middle income, Female,25.954,2026
Latin America and the Caribbean: Upper-middle income, Male,13.683,2025
Latin America and the Caribbean: Upper-middle income, Female,25.966,2025
Latin America and the Caribbean: Upper-middle income, Male,13.732,2024
Latin America and the Caribbean: Upper-middle income, Female,25.976,2024
Latin America and the Caribbean: Upper-middle income, Male,13.783,2023
Latin America and the Caribbean: Upper-middle income, Female,25.984,2023
Latin America and the Caribbean: Upper-middle income, Male,14.351,2022
Latin America and the Caribbean: Upper-middle income, Female,26.834,2022
Latin America and the Caribbean: Upper-middle income, Male,15.422,2021
Latin America and the Caribbean: Upper-middle income, Female,28.452,2021
Latin America and the Caribbean: Upper-middle income, Male,17.915,2020
Latin America and the Caribbean: Upper-middle income, Female,31.309,2020
Latin America and the Caribbean: Upper-middle income, Male,14.618,2019
Latin America and the Caribbean: Upper-middle income, Female,28.683,2019
Latin America and the Caribbean: Upper-middle income, Male,14.522,2018
Latin America and the Caribbean: Upper-middle income, Female,29.168,2018
Latin America and the Caribbean: Upper-middle income, Male,14.372,2017
Latin America and the Caribbean: Upper-middle income, Female,29.507,2017
Latin America and the Caribbean: Upper-middle income, Male,14.175,2016
Latin America and the Caribbean: Upper-middle income, Female,29.304,2016
Latin America and the Caribbean: Upper-middle income, Male,13.207,2015
Latin America and the Caribbean: Upper-middle income, Female,29.132,2015
Latin America and the Caribbean: Upper-middle income, Male,12.827,2014
Latin America and the Caribbean: Upper-middle income, Female,28.663,2014
Latin America and the Caribbean: Upper-middle income, Male,12.886,2013
Latin America and the Caribbean: Upper-middle income, Female,28.643,2013
Latin America and the Caribbean: Upper-middle income, Male,12.5,2012
Latin America and the Caribbean: Upper-middle income, Female,28.44,2012
Latin America and the Caribbean: Upper-middle income, Male,12.472,2011
Latin America and the Caribbean: Upper-middle income, Female,28.192,2011
Latin America and the Caribbean: Upper-middle income, Male,12.619,2010
Latin America and the Caribbean: Upper-middle income, Female,28.203,2010
Latin America and the Caribbean: Upper-middle income, Male,12.615,2009
Latin America and the Caribbean: Upper-middle income, Female,28.616,2009
Latin America and the Caribbean: Upper-middle income, Male,11.965,2008
Latin America and the Caribbean: Upper-middle income, Female,28.903,2008
Latin America and the Caribbean: Upper-middle income, Male,12.033,2007
Latin America and the Caribbean: Upper-middle income, Female,29.314,2007
Latin America and the Caribbean: Upper-middle income, Male,12.079,2006
Latin America and the Caribbean: Upper-middle income, Female,29.842,2006
Latin America and the Caribbean: Upper-middle income, Male,12.514,2005
Latin America and the Caribbean: Upper-middle income, Female,30.3,2005
Latin America and the Caribbean: High income, Male,14.049,2026
Latin America and the Caribbean: High income, Female,19.078,2026
Latin America and the Caribbean: High income, Male,14.075,2025
Latin America and the Caribbean: High income, Female,19.054,2025
Latin America and the Caribbean: High income, Male,14.096,2024
Latin America and the Caribbean: High income, Female,19.028,2024
Latin America and the Caribbean: High income, Male,14.116,2023
Latin America and the Caribbean: High income, Female,18.998,2023
Latin America and the Caribbean: High income, Male,13.927,2022
Latin America and the Caribbean: High income, Female,18.461,2022
Latin America and the Caribbean: High income, Male,15.208,2021
Latin America and the Caribbean: High income, Female,20.188,2021
Latin America and the Caribbean: High income, Male,17.829,2020
Latin America and the Caribbean: High income, Female,22.275,2020
Latin America and the Caribbean: High income, Male,14.961,2019
Latin America and the Caribbean: High income, Female,20.868,2019
Latin America and the Caribbean: High income, Male,14.476,2018
Latin America and the Caribbean: High income, Female,21.799,2018
Latin America and the Caribbean: High income, Male,14.76,2017
Latin America and the Caribbean: High income, Female,22.797,2017
Latin America and the Caribbean: High income, Male,14.402,2016
Latin America and the Caribbean: High income, Female,22.643,2016
Latin America and the Caribbean: High income, Male,14.828,2015
Latin America and the Caribbean: High income, Female,24.339,2015
Latin America and the Caribbean: High income, Male,14.7,2014
Latin America and the Caribbean: High income, Female,24.793,2014
Latin America and the Caribbean: High income, Male,14.405,2013
Latin America and the Caribbean: High income, Female,24.127,2013
Latin America and the Caribbean: High income, Male,14.15,2012
Latin America and the Caribbean: High income, Female,24.158,2012
Latin America and the Caribbean: High income, Male,14.796,2011
Latin America and the Caribbean: High income, Female,25.524,2011
Latin America and the Caribbean: High income, Male,15.181,2010
Latin America and the Caribbean: High income, Female,25.666,2010
Latin America and the Caribbean: High income, Male,17.201,2009
Latin America and the Caribbean: High income, Female,27.462,2009
Latin America and the Caribbean: High income, Male,15.762,2008
Latin America and the Caribbean: High income, Female,27.053,2008
Latin America and the Caribbean: High income, Male,14.65,2007
Latin America and the Caribbean: High income, Female,26.298,2007
Latin America and the Caribbean: High income, Male,14.628,2006
Latin America and the Caribbean: High income, Female,26.633,2006
Latin America and the Caribbean: High income, Male,14.722,2005
Latin America and the Caribbean: High income, Female,26.875,2005
Caribbean, Male,15.277,2026
Caribbean, Female,25.049,2026
Caribbean, Male,15.377,2025
Caribbean, Female,25.116,2025
Caribbean, Male,15.454,2024
Caribbean, Female,25.172,2024
Caribbean, Male,15.39,2023
Caribbean, Female,25.105,2023
Caribbean, Male,15.648,2022
Caribbean, Female,25.415,2022
Caribbean, Male,16.184,2021
Caribbean, Female,26.794,2021
Caribbean, Male,19.986,2020
Caribbean, Female,31.033,2020
Caribbean, Male,14.652,2019
Caribbean, Female,25.342,2019
Caribbean, Male,14.702,2018
Caribbean, Female,25.902,2018
Caribbean, Male,15.005,2017
Caribbean, Female,26.095,2017
Caribbean, Male,15.671,2016
Caribbean, Female,26.781,2016
Caribbean, Male,15.819,2015
Caribbean, Female,26.843,2015
Caribbean, Male,16.134,2014
Caribbean, Female,27.404,2014
Caribbean, Male,16.802,2013
Caribbean, Female,28.067,2013
Caribbean, Male,16.767,2012
Caribbean, Female,27.482,2012
Caribbean, Male,16.573,2011
Caribbean, Female,27.296,2011
Caribbean, Male,16.358,2010
Caribbean, Female,26.908,2010
Caribbean, Male,15.905,2009
Caribbean, Female,26.652,2009
Caribbean, Male,15.024,2008
Caribbean, Female,26.421,2008
Caribbean, Male,15.393,2007
Caribbean, Female,26.805,2007
Caribbean, Male,15.222,2006
Caribbean, Female,27.1,2006
Caribbean, Male,15.623,2005
Caribbean, Female,27.407,2005
Central America, Male,9.395,2026
Central America, Female,28.349,2026
Central America, Male,9.416,2025
Central America, Female,28.296,2025
Central America, Male,9.437,2024
Central America, Female,28.242,2024
Central America, Male,9.46,2023
Central America, Female,28.19,2023
Central America, Male,10.568,2022
Central America, Female,29.958,2022
Central America, Male,11.252,2021
Central America, Female,30.275,2021
Central America, Male,12.688,2020
Central America, Female,32.868,2020
Central America, Male,9.704,2019
Central America, Female,31.632,2019
Central America, Male,9.112,2018
Central America, Female,32.238,2018
Central America, Male,8.83,2017
Central America, Female,33.045,2017
Central America, Male,9.395,2016
Central America, Female,33.649,2016
Central America, Male,9.205,2015
Central America, Female,33.879,2015
Central America, Male,9.903,2014
Central America, Female,34.135,2014
Central America, Male,9.87,2013
Central America, Female,33.96,2013
Central America, Male,9.803,2012
Central America, Female,34.14,2012
Central America, Male,10.736,2011
Central America, Female,34.798,2011
Central America, Male,11.239,2010
Central America, Female,35.239,2010
Central America, Male,11.001,2009
Central America, Female,35.367,2009
Central America, Male,9.709,2008
Central America, Female,35.688,2008
Central America, Male,9.152,2007
Central America, Female,34.831,2007
Central America, Male,8.954,2006
Central America, Female,35.189,2006
Central America, Male,8.896,2005
Central America, Female,35.452,2005
South America, Male,15.263,2026
South America, Female,24.776,2026
South America, Male,15.324,2025
South America, Female,24.842,2025
South America, Male,15.39,2024
South America, Female,24.912,2024
South America, Male,15.452,2023
South America, Female,24.975,2023
South America, Male,15.638,2022
South America, Female,25.366,2022
South America, Male,17.01,2021
South America, Female,27.339,2021
South America, Male,19.699,2020
South America, Female,30.064,2020
South America, Male,16.378,2019
South America, Female,27.237,2019
South America, Male,16.432,2018
South America, Female,27.704,2018
South America, Male,16.368,2017
South America, Female,27.9,2017
South America, Male,15.762,2016
South America, Female,27.231,2016
South America, Male,14.566,2015
South America, Female,27.184,2015
South America, Male,13.655,2014
South America, Female,26.321,2014
South America, Male,13.602,2013
South America, Female,26.179,2013
South America, Male,13.097,2012
South America, Female,25.975,2012
South America, Male,12.752,2011
South America, Female,25.438,2011
South America, Male,12.744,2010
South America, Female,25.302,2010
South America, Male,13.026,2009
South America, Female,25.962,2009
South America, Male,12.662,2008
South America, Female,26.219,2008
South America, Male,12.907,2007
South America, Female,27.164,2007
South America, Male,12.992,2006
South America, Female,27.725,2006
South America, Male,13.593,2005
South America, Female,28.219,2005
Northern America, Male,11.175,2026
Northern America, Female,11.441,2026
Northern America, Male,11.165,2025
Northern America, Female,11.41,2025
Northern America, Male,11.155,2024
Northern America, Female,11.377,2024
Northern America, Male,11.145,2023
Northern America, Female,11.344,2023
Northern America, Male,10.971,2022
Northern America, Female,11.603,2022
Northern America, Male,12.023,2021
Northern America, Female,12.516,2021
Northern America, Male,14.105,2020
Northern America, Female,14.435,2020
Northern America, Male,10.178,2019
Northern America, Female,10.975,2019
Northern America, Male,10.555,2018
Northern America, Female,11.566,2018
Northern America, Male,10.434,2017
Northern America, Female,11.761,2017
Northern America, Male,11.475,2016
Northern America, Female,12.766,2016
Northern America, Male,11.795,2015
Northern America, Female,13.295,2015
Northern America, Male,12.522,2014
Northern America, Female,14.347,2014
Northern America, Male,13.552,2013
Northern America, Female,14.985,2013
Northern America, Male,13.103,2012
Northern America, Female,14.642,2012
Northern America, Male,13.523,2011
Northern America, Female,15.129,2011
Northern America, Male,14.856,2010
Northern America, Female,15.332,2010
Northern America, Male,14.539,2009
Northern America, Female,15.349,2009
Northern America, Male,11.759,2008
Northern America, Female,14.272,2008
Northern America, Male,10.45,2007
Northern America, Female,14.193,2007
Northern America, Male,10.401,2006
Northern America, Female,14.608,2006
Northern America, Male,11.279,2005
Northern America, Female,15.076,2005
Northern America: High income, Male,11.175,2026
Northern America: High income, Female,11.441,2026
Northern America: High income, Male,11.165,2025
Northern America: High income, Female,11.41,2025
Northern America: High income, Male,11.155,2024
Northern America: High income, Female,11.377,2024
Northern America: High income, Male,11.145,2023
Northern America: High income, Female,11.344,2023
Northern America: High income, Male,10.971,2022
Northern America: High income, Female,11.603,2022
Northern America: High income, Male,12.023,2021
Northern America: High income, Female,12.516,2021
Northern America: High income, Male,14.105,2020
Northern America: High income, Female,14.435,2020
Northern America: High income, Male,10.178,2019
Northern America: High income, Female,10.975,2019
Northern America: High income, Male,10.555,2018
Northern America: High income, Female,11.566,2018
Northern America: High income, Male,10.434,2017
Northern America: High income, Female,11.761,2017
Northern America: High income, Male,11.475,2016
Northern America: High income, Female,12.766,2016
Northern America: High income, Male,11.795,2015
Northern America: High income, Female,13.295,2015
Northern America: High income, Male,12.522,2014
Northern America: High income, Female,14.347,2014
Northern America: High income, Male,13.552,2013
Northern America: High income, Female,14.985,2013
Northern America: High income, Male,13.103,2012
Northern America: High income, Female,14.642,2012
Northern America: High income, Male,13.523,2011
Northern America: High income, Female,15.129,2011
Northern America: High income, Male,14.856,2010
Northern America: High income, Female,15.332,2010
Northern America: High income, Male,14.539,2009
Northern America: High income, Female,15.349,2009
Northern America: High income, Male,11.759,2008
Northern America: High income, Female,14.272,2008
Northern America: High income, Male,10.45,2007
Northern America: High income, Female,14.193,2007
Northern America: High income, Male,10.401,2006
Northern America: High income, Female,14.608,2006
Northern America: High income, Male,11.279,2005
Northern America: High income, Female,15.076,2005
Arab States, Male,20.826,2026
Arab States, Female,46.386,2026
Arab States, Male,20.958,2025
Arab States, Female,46.371,2025
Arab States, Male,21.131,2024
Arab States, Female,46.365,2024
Arab States, Male,21.074,2023
Arab States, Female,46.277,2023
Arab States, Male,20.992,2022
Arab States, Female,46.358,2022
Arab States, Male,21.828,2021
Arab States, Female,46.725,2021
Arab States, Male,22.447,2020
Arab States, Female,48.093,2020
Arab States, Male,19.703,2019
Arab States, Female,47.646,2019
Arab States, Male,19.658,2018
Arab States, Female,48.022,2018
Arab States, Male,19.517,2017
Arab States, Female,48.796,2017
Arab States, Male,19.198,2016
Arab States, Female,48.9,2016
Arab States, Male,19.226,2015
Arab States, Female,49.573,2015
Arab States, Male,18.71,2014
Arab States, Female,50.127,2014
Arab States, Male,18.921,2013
Arab States, Female,50.629,2013
Arab States, Male,18.585,2012
Arab States, Female,50.379,2012
Arab States, Male,18.518,2011
Arab States, Female,50.708,2011
Arab States, Male,18.736,2010
Arab States, Female,51.128,2010
Arab States, Male,18.783,2009
Arab States, Female,51.441,2009
Arab States, Male,19.494,2008
Arab States, Female,51.854,2008
Arab States, Male,19.497,2007
Arab States, Female,52.308,2007
Arab States, Male,19.581,2006
Arab States, Female,52.402,2006
Arab States, Male,19.531,2005
Arab States, Female,52.432,2005
Arab States: Lower-middle income, Male,24.593,2026
Arab States: Lower-middle income, Female,34.233,2026
Arab States: Lower-middle income, Male,24.708,2025
Arab States: Lower-middle income, Female,34.256,2025
Arab States: Lower-middle income, Male,24.83,2024
Arab States: Lower-middle income, Female,34.283,2024
Arab States: Lower-middle income, Male,24.83,2023
Arab States: Lower-middle income, Female,34.242,2023
Arab States: Lower-middle income, Male,24.869,2022
Arab States: Lower-middle income, Female,34.175,2022
Arab States: Lower-middle income, Male,25.494,2021
Arab States: Lower-middle income, Female,35.634,2021
Arab States: Lower-middle income, Male,27.518,2020
Arab States: Lower-middle income, Female,37.905,2020
Arab States: Lower-middle income, Male,25.468,2019
Arab States: Lower-middle income, Female,38.739,2019
Arab States: Lower-middle income, Male,25.765,2018
Arab States: Lower-middle income, Female,38.517,2018
Arab States: Lower-middle income, Male,24.671,2017
Arab States: Lower-middle income, Female,41.283,2017
Arab States: Lower-middle income, Male,24.164,2016
Arab States: Lower-middle income, Female,41.135,2016
Arab States: Lower-middle income, Male,22.791,2015
Arab States: Lower-middle income, Female,40.498,2015
Arab States: Lower-middle income, Male,21.691,2014
Arab States: Lower-middle income, Female,39.515,2014
Arab States: Lower-middle income, Male,21.339,2013
Arab States: Lower-middle income, Female,39.228,2013
Arab States: Lower-middle income, Male,20.823,2012
Arab States: Lower-middle income, Female,38.645,2012
Arab States: Lower-middle income, Male,21.33,2011
Arab States: Lower-middle income, Female,39.164,2011
Arab States: Lower-middle income, Male,20.729,2010
Arab States: Lower-middle income, Female,38.889,2010
Arab States: Lower-middle income, Male,20.258,2009
Arab States: Lower-middle income, Female,38.699,2009
Arab States: Lower-middle income, Male,20.553,2008
Arab States: Lower-middle income, Female,38.492,2008
Arab States: Lower-middle income, Male,21.167,2007
Arab States: Lower-middle income, Female,38.61,2007
Arab States: Lower-middle income, Male,21.414,2006
Arab States: Lower-middle income, Female,37.794,2006
Arab States: Lower-middle income, Male,21.427,2005
Arab States: Lower-middle income, Female,37.522,2005
Arab States: High income, Male,10.496,2026
Arab States: High income, Female,22.052,2026
Arab States: High income, Male,10.489,2025
Arab States: High income, Female,21.943,2025
Arab States: High income, Male,10.474,2024
Arab States: High income, Female,21.825,2024
Arab States: High income, Male,10.451,2023
Arab States: High income, Female,21.779,2023
Arab States: High income, Male,10.674,2022
Arab States: High income, Female,22.282,2022
Arab States: High income, Male,11.874,2021
Arab States: High income, Female,22.74,2021
Arab States: High income, Male,12.553,2020
Arab States: High income, Female,24.872,2020
Arab States: High income, Male,7.412,2019
Arab States: High income, Female,22.418,2019
Arab States: High income, Male,8.106,2018
Arab States: High income, Female,23.097,2018
Arab States: High income, Male,9.143,2017
Arab States: High income, Female,24.213,2017
Arab States: High income, Male,9.607,2016
Arab States: High income, Female,24.825,2016
Arab States: High income, Male,11.069,2015
Arab States: High income, Female,26.449,2015
Arab States: High income, Male,12.219,2014
Arab States: High income, Female,27.886,2014
Arab States: High income, Male,13.412,2013
Arab States: High income, Female,29.291,2013
Arab States: High income, Male,14.448,2012
Arab States: High income, Female,30.388,2012
Arab States: High income, Male,15.754,2011
Arab States: High income, Female,31.504,2011
Arab States: High income, Male,16.323,2010
Arab States: High income, Female,32.38,2010
Arab States: High income, Male,16.778,2009
Arab States: High income, Female,33.076,2009
Arab States: High income, Male,17.144,2008
Arab States: High income, Female,33.344,2008
Arab States: High income, Male,17.613,2007
Arab States: High income, Female,33.418,2007
Arab States: High income, Male,18.345,2006
Arab States: High income, Female,33.475,2006
Arab States: High income, Male,18.187,2005
Arab States: High income, Female,33.1,2005
Asia and the Pacific, Male,11.394,2026
Asia and the Pacific, Female,30.527,2026
Asia and the Pacific, Male,11.365,2025
Asia and the Pacific, Female,30.45,2025
Asia and the Pacific, Male,11.332,2024
Asia and the Pacific, Female,30.364,2024
Asia and the Pacific, Male,11.326,2023
Asia and the Pacific, Female,30.296,2023
Asia and the Pacific, Male,11.657,2022
Asia and the Pacific, Female,31.701,2022
Asia and the Pacific, Male,12.955,2021
Asia and the Pacific, Female,32.494,2021
Asia and the Pacific, Male,14.772,2020
Asia and the Pacific, Female,33.698,2020
Asia and the Pacific, Male,12.224,2019
Asia and the Pacific, Female,32.466,2019
Asia and the Pacific, Male,12.275,2018
Asia and the Pacific, Female,32.904,2018
Asia and the Pacific, Male,12.052,2017
Asia and the Pacific, Female,33.202,2017
Asia and the Pacific, Male,11.77,2016
Asia and the Pacific, Female,33.459,2016
Asia and the Pacific, Male,11.6,2015
Asia and the Pacific, Female,33.423,2015
Asia and the Pacific, Male,11.333,2014
Asia and the Pacific, Female,33.48,2014
Asia and the Pacific, Male,11.287,2013
Asia and the Pacific, Female,33.721,2013
Asia and the Pacific, Male,11.159,2012
Asia and the Pacific, Female,33.727,2012
Asia and the Pacific, Male,11.484,2011
Asia and the Pacific, Female,34.261,2011
Asia and the Pacific, Male,11.963,2010
Asia and the Pacific, Female,34.838,2010
Asia and the Pacific, Male,12.203,2009
Asia and the Pacific, Female,35.446,2009
Asia and the Pacific, Male,12.149,2008
Asia and the Pacific, Female,35.7,2008
Asia and the Pacific, Male,12.199,2007
Asia and the Pacific, Female,36.12,2007
Asia and the Pacific, Male,12.377,2006
Asia and the Pacific, Female,36.46,2006
Asia and the Pacific, Male,12.395,2005
Asia and the Pacific, Female,36.444,2005
Asia and the Pacific: Low income, Male,23.045,2026
Asia and the Pacific: Low income, Female,63.909,2026
Asia and the Pacific: Low income, Male,23.195,2025
Asia and the Pacific: Low income, Female,63.444,2025
Asia and the Pacific: Low income, Male,23.336,2024
Asia and the Pacific: Low income, Female,62.964,2024
Asia and the Pacific: Low income, Male,23.473,2023
Asia and the Pacific: Low income, Female,62.478,2023
Asia and the Pacific: Low income, Male,23.399,2022
Asia and the Pacific: Low income, Female,62.125,2022
Asia and the Pacific: Low income, Male,25.289,2021
Asia and the Pacific: Low income, Female,56.214,2021
Asia and the Pacific: Low income, Male,25.838,2020
Asia and the Pacific: Low income, Female,57.098,2020
Asia and the Pacific: Low income, Male,15.216,2019
Asia and the Pacific: Low income, Female,50.82,2019
Asia and the Pacific: Low income, Male,15.374,2018
Asia and the Pacific: Low income, Female,50.436,2018
Asia and the Pacific: Low income, Male,15.484,2017
Asia and the Pacific: Low income, Female,50.171,2017
Asia and the Pacific: Low income, Male,15.039,2016
Asia and the Pacific: Low income, Female,49.587,2016
Asia and the Pacific: Low income, Male,14.523,2015
Asia and the Pacific: Low income, Female,48.89,2015
Asia and the Pacific: Low income, Male,13.959,2014
Asia and the Pacific: Low income, Female,48.141,2014
Asia and the Pacific: Low income, Male,13.981,2013
Asia and the Pacific: Low income, Female,47.792,2013
Asia and the Pacific: Low income, Male,13.983,2012
Asia and the Pacific: Low income, Female,47.291,2012
Asia and the Pacific: Low income, Male,14.026,2011
Asia and the Pacific: Low income, Female,46.757,2011
Asia and the Pacific: Low income, Male,13.883,2010
Asia and the Pacific: Low income, Female,46.118,2010
Asia and the Pacific: Low income, Male,13.758,2009
Asia and the Pacific: Low income, Female,45.79,2009
Asia and the Pacific: Low income, Male,13.712,2008
Asia and the Pacific: Low income, Female,45.214,2008
Asia and the Pacific: Low income, Male,13.715,2007
Asia and the Pacific: Low income, Female,44.912,2007
Asia and the Pacific: Low income, Male,13.709,2006
Asia and the Pacific: Low income, Female,44.713,2006
Asia and the Pacific: Low income, Male,13.636,2005
Asia and the Pacific: Low income, Female,44.273,2005
Asia and the Pacific: Lower-middle income, Male,11.108,2026
Asia and the Pacific: Lower-middle income, Female,38.582,2026
Asia and the Pacific: Lower-middle income, Male,11.103,2025
Asia and the Pacific: Lower-middle income, Female,38.471,2025
Asia and the Pacific: Lower-middle income, Male,11.101,2024
Asia and the Pacific: Lower-middle income, Female,38.356,2024
Asia and the Pacific: Lower-middle income, Male,11.103,2023
Asia and the Pacific: Lower-middle income, Female,38.254,2023
Asia and the Pacific: Lower-middle income, Male,11.683,2022
Asia and the Pacific: Lower-middle income, Female,40.546,2022
Asia and the Pacific: Lower-middle income, Male,13.784,2021
Asia and the Pacific: Lower-middle income, Female,42.159,2021
Asia and the Pacific: Lower-middle income, Male,16.383,2020
Asia and the Pacific: Lower-middle income, Female,43.513,2020
Asia and the Pacific: Lower-middle income, Male,13.52,2019
Asia and the Pacific: Lower-middle income, Female,42.459,2019
Asia and the Pacific: Lower-middle income, Male,13.631,2018
Asia and the Pacific: Lower-middle income, Female,43.098,2018
Asia and the Pacific: Lower-middle income, Male,12.976,2017
Asia and the Pacific: Lower-middle income, Female,43.397,2017
Asia and the Pacific: Lower-middle income, Male,12.288,2016
Asia and the Pacific: Lower-middle income, Female,43.749,2016
Asia and the Pacific: Lower-middle income, Male,11.801,2015
Asia and the Pacific: Lower-middle income, Female,43.85,2015
Asia and the Pacific: Lower-middle income, Male,11.325,2014
Asia and the Pacific: Lower-middle income, Female,44.124,2014
Asia and the Pacific: Lower-middle income, Male,10.911,2013
Asia and the Pacific: Lower-middle income, Female,44.269,2013
Asia and the Pacific: Lower-middle income, Male,10.481,2012
Asia and the Pacific: Lower-middle income, Female,44.211,2012
Asia and the Pacific: Lower-middle income, Male,10.471,2011
Asia and the Pacific: Lower-middle income, Female,44.919,2011
Asia and the Pacific: Lower-middle income, Male,11.067,2010
Asia and the Pacific: Lower-middle income, Female,45.866,2010
Asia and the Pacific: Lower-middle income, Male,11.13,2009
Asia and the Pacific: Lower-middle income, Female,46.626,2009
Asia and the Pacific: Lower-middle income, Male,11.015,2008
Asia and the Pacific: Lower-middle income, Female,47.297,2008
Asia and the Pacific: Lower-middle income, Male,10.953,2007
Asia and the Pacific: Lower-middle income, Female,48.078,2007
Asia and the Pacific: Lower-middle income, Male,10.948,2006
Asia and the Pacific: Lower-middle income, Female,48.662,2006
Asia and the Pacific: Lower-middle income, Male,10.758,2005
Asia and the Pacific: Lower-middle income, Female,48.637,2005
Asia and the Pacific: Upper-middle income, Male,11.787,2026
Asia and the Pacific: Upper-middle income, Female,15.932,2026
Asia and the Pacific: Upper-middle income, Male,11.706,2025
Asia and the Pacific: Upper-middle income, Female,15.871,2025
Asia and the Pacific: Upper-middle income, Male,11.611,2024
Asia and the Pacific: Upper-middle income, Female,15.818,2024
Asia and the Pacific: Upper-middle income, Male,11.588,2023
Asia and the Pacific: Upper-middle income, Female,15.824,2023
Asia and the Pacific: Upper-middle income, Male,11.52,2022
Asia and the Pacific: Upper-middle income, Female,15.825,2022
Asia and the Pacific: Upper-middle income, Male,11.435,2021
Asia and the Pacific: Upper-middle income, Female,15.614,2021
Asia and the Pacific: Upper-middle income, Male,12.089,2020
Asia and the Pacific: Upper-middle income, Female,16.87,2020
Asia and the Pacific: Upper-middle income, Male,10.353,2019
Asia and the Pacific: Upper-middle income, Female,15.856,2019
Asia and the Pacific: Upper-middle income, Male,10.343,2018
Asia and the Pacific: Upper-middle income, Female,16.377,2018
Asia and the Pacific: Upper-middle income, Male,10.849,2017
Asia and the Pacific: Upper-middle income, Female,17.132,2017
