Country,Time, Female, Male
Europe and Central Asia: Lower-middle income,2011,28.934,17.693
Europe and Central Asia: Lower-middle income,2012,28.848,17.545
Europe and Central Asia: Lower-middle income,2013,28.924,17.626
Europe and Central Asia: Lower-middle income,2014,29.191,17.838
Europe and Central Asia: Lower-middle income,2015,27.547,17.079
Europe and Central Asia: Lower-middle income,2016,27.334,16.739
Europe and Central Asia: Lower-middle income,2017,26.69,15.694
Europe and Central Asia: Lower-middle income,2018,26.282,14.567
Europe and Central Asia: Lower-middle income,2019,25.427,13.763
Europe and Central Asia: Lower-middle income,2020,26.426,14.595
Europe and Central Asia: Lower-middle income,2021,25.73,14.245
Europe and Central Asia: Lower-middle income,2022,25.608,13.575
Europe and Central Asia: Lower-middle income,2023,25.226,13.43
Europe and Central Asia: Lower-middle income,2024,25.137,13.44
Europe and Central Asia: Lower-middle income,2025,25.051,13.467
Europe and Central Asia: Lower-middle income,2026,25.031,13.496
Europe and Central Asia: Upper-middle income,2005,29.783,17.215
Europe and Central Asia: Upper-middle income,2006,28.528,16.019
Europe and Central Asia: Upper-middle income,2007,27.61,15.631
Europe and Central Asia: Upper-middle income,2008,26.543,14.512
Europe and Central Asia: Upper-middle income,2009,26.094,15.085
Europe and Central Asia: Upper-middle income,2010,25.621,14.522
Europe and Central Asia: Upper-middle income,2011,23.534,13.848
Europe and Central Asia: Upper-middle income,2012,22.857,13.623
Europe and Central Asia: Upper-middle income,2013,21.907,12.695
Europe and Central Asia: Upper-middle income,2014,21.997,12.684
Europe and Central Asia: Upper-middle income,2015,21.705,12.484
Europe and Central Asia: Upper-middle income,2016,21.801,12.821
Europe and Central Asia: Upper-middle income,2017,21.999,12.738
Europe and Central Asia: Upper-middle income,2018,21.74,13.085
Europe and Central Asia: Upper-middle income,2019,21.509,13.8
Europe and Central Asia: Upper-middle income,2020,22.707,15.364
Europe and Central Asia: Upper-middle income,2021,20.95,13.485
Europe and Central Asia: Upper-middle income,2022,20.696,12.801
Europe and Central Asia: Upper-middle income,2023,19.402,12.377
Europe and Central Asia: Upper-middle income,2024,19.283,12.294
Europe and Central Asia: Upper-middle income,2025,19.156,12.201
Europe and Central Asia: Upper-middle income,2026,19.038,12.115
European Union 27,2005,14.095,12.23
European Union 27,2006,13.408,11.292
European Union 27,2007,12.367,10.63
European Union 27,2008,12.161,10.555
European Union 27,2009,13.298,12.755
European Union 27,2010,13.102,12.682
European Union 27,2011,13.22,12.923
European Union 27,2012,13.292,13.162
European Union 27,2013,13.513,13.561
European Union 27,2014,13.026,13.143
European Union 27,2015,12.47,12.605
European Union 27,2016,12.288,11.877
European Union 27,2017,11.636,11.281
European Union 27,2018,11.212,10.687
European Union 27,2019,10.806,10.305
European Union 27,2020,11.493,11.447
European Union 27,2021,11.111,11.311
European Union 27,2022,10.109,10.071
European Union 27,2023,9.394,9.735
European Union 27,2024,9.4,9.743
European Union 27,2025,9.404,9.753
European Union 27,2026,9.408,9.76
European Union 28,2005,14.286,12.227
European Union 28,2006,13.727,11.474
European Union 28,2007,12.835,10.89
European Union 28,2008,12.702,10.858
European Union 28,2009,13.8,13.021
European Union 28,2010,13.681,12.999
European Union 28,2011,13.792,13.31
European Union 28,2012,13.797,13.483
European Union 28,2013,13.86,13.742
European Union 28,2014,13.326,13.109
European Union 28,2015,12.706,12.48
European Union 28,2016,12.412,11.93
European Union 28,2017,11.726,11.419
European Union 28,2018,11.473,10.825
European Union 28,2019,10.998,10.617
European Union 28,2020,11.553,11.705
European Union 28,2021,11.021,11.45
European Union 28,2022,10.246,10.42
European Union 28,2023,9.784,10.266
European Union 28,2024,9.79,10.269
European Union 28,2025,9.798,10.278
European Union 28,2026,9.805,10.285
"Falkland Islands, Malvinas",2012,3.97,2.55
Fiji,2005,32.851,8.964
Fiji,2011,27.672,10.027
Fiji,2014,27.32,11.43
Fiji,2016,29.592,10.828
Finland,2000,10.647,9.536
Finland,2001,9.354,8.233
Finland,2002,8.391,8.595
Finland,2003,12.066,10.795
Finland,2004,10.333,9.31
Finland,2005,7.741,8.055
Finland,2006,8.73,7.451
Finland,2007,8.526,6.184
Finland,2008,8.048,8.278
Finland,2009,8.014,10.938
Finland,2010,7.966,9.335
Finland,2011,8.37,8.425
Finland,2012,7.13,8.299
Finland,2013,8.139,10.679
Finland,2014,8.701,11.009
Finland,2015,9.044,12.158
Finland,2016,8.603,9.871
Finland,2017,8.315,9.454
Finland,2018,7.915,7.578
Finland,2019,7.303,7.468
Finland,2020,8.456,10.257
Finland,2021,7.232,9.754
Finland,2022,7.276,8.851
Finland,2023,7.274,10.389
France,2000,11.462,8.843
France,2001,11.477,8.25
France,2002,11.445,9.263
France,2003,10.339,8.703
France,2004,11.095,10.281
France,2005,12.063,10.643
France,2006,12.883,10.689
France,2007,11.656,10.343
France,2008,11.142,10.594
France,2009,13.867,14.801
France,2010,13.051,12.704
France,2011,12.818,12.018
France,2012,12.421,13.258
France,2013,13.215,13.649
France,2014,12.862,14.124
France,2015,13.133,14.79
France,2016,13.535,14.337
France,2017,12.525,14.301
France,2018,12.01,14.13
France,2019,12.056,13.166
France,2020,12.183,13.206
France,2021,10.394,12.534
France,2022,10.244,12.823
France,2023,10.39,13.162
G20,2005,31.436,12.816
G20,2006,31.207,12.559
G20,2007,30.922,12.326
G20,2008,30.615,12.283
G20,2009,30.687,12.707
G20,2010,30.373,12.481
G20,2011,29.616,11.93
G20,2012,29.012,11.477
G20,2013,28.836,11.722
G20,2014,28.427,11.714
G20,2015,28.257,11.955
G20,2016,28.181,12.265
G20,2017,27.897,12.465
G20,2018,27.581,12.748
G20,2019,27.161,12.713
G20,2020,28.32,15.0
G20,2021,26.856,12.974
G20,2022,25.986,11.723
G20,2023,24.372,11.32
G20,2024,24.365,11.317
G20,2025,24.364,11.34
G20,2026,24.355,11.36
G7,2005,13.341,10.206
G7,2006,13.101,9.615
G7,2007,12.629,9.666
G7,2008,12.661,10.28
G7,2009,13.711,12.426
G7,2010,13.733,12.602
G7,2011,13.549,11.993
G7,2012,13.242,11.871
G7,2013,13.317,12.127
G7,2014,12.859,11.396
G7,2015,12.14,10.893
G7,2016,11.724,10.666
G7,2017,10.934,10.077
G7,2018,10.722,9.957
G7,2019,10.209,9.705
G7,2020,12.317,12.157
G7,2021,11.084,10.971
G7,2022,10.252,10.156
G7,2023,9.984,10.063
G7,2024,10.016,10.078
G7,2025,10.047,10.095
G7,2026,10.076,10.111
Gambia,2012,42.612,23.82
Gambia,2018,29.468,28.463
Gambia,2023,38.84,40.971
Georgia,2012,39.157,25.779
Georgia,2013,36.004,25.91
Georgia,2014,32.964,24.852
Georgia,2015,33.517,21.945
Georgia,2016,31.695,22.465
Georgia,2017,28.672,21.229
Georgia,2018,30.988,23.229
Georgia,2019,29.061,23.33
Georgia,2020,26.366,23.575
Germany,2000,9.28,6.87
Germany,2001,8.728,6.918
Germany,2002,9.572,7.953
Germany,2003,10.33,9.743
Germany,2004,10.281,9.886
Germany,2005,12.124,10.614
Germany,2006,11.129,8.657
Germany,2007,9.729,9.22
Germany,2008,8.917,7.729
Germany,2009,9.398,7.256
Germany,2010,9.477,7.461
Germany,2011,8.555,7.771
Germany,2012,8.072,6.432
Germany,2013,7.213,5.653
Germany,2014,7.196,5.585
Germany,2015,7.119,5.413
Germany,2016,7.427,6.036
Germany,2017,6.741,5.836
Germany,2018,6.596,5.473
Germany,2019,6.164,5.095
Germany,2020,7.821,6.804
Germany,2021,8.191,7.566
Germany,2022,7.931,6.558
Germany,2023,7.871,7.508
Ghana,2000,33.198,27.478
Ghana,2006,31.203,22.554
Ghana,2010,23.545,16.811
Ghana,2013,17.098,10.889
Ghana,2015,31.332,18.507
Ghana,2017,25.253,20.759
Ghana,2021,27.069,18.363
Ghana,2022,29.803,25.242
Greece,2000,29.684,20.365
Greece,2001,28.485,20.632
Greece,2002,27.985,20.087
Greece,2003,33.086,25.204
Greece,2004,29.219,19.883
Greece,2005,26.065,18.848
Greece,2006,16.947,9.729
Greece,2007,16.472,9.639
Greece,2008,15.792,10.394
Greece,2009,16.303,10.607
Greece,2010,17.882,13.625
Greece,2011,19.818,16.78
Greece,2012,22.297,19.954
Greece,2013,21.013,21.479
Greece,2014,20.416,19.316
Greece,2015,17.889,17.904
Greece,2016,16.183,16.296
Greece,2017,16.184,15.583
Greece,2018,14.619,14.756
Greece,2019,13.115,12.837
Greece,2020,13.642,13.416
Greece,2021,12.025,12.071
Greece,2022,12.053,10.659
Greece,2023,12.378,12.63
Grenada,2018,32.052,19.919
Grenada,2019,22.388,23.873
Grenada,2020,26.943,29.355
Grenada,2021,26.853,26.617
Grenada,2023,20.65,19.565
Guatemala,2002,41.617,6.329
Guatemala,2003,39.166,5.464
Guatemala,2004,48.47,9.503
Guatemala,2006,41.068,5.43
Guatemala,2010,44.71,10.587
Guatemala,2011,42.542,7.65
Guatemala,2012,38.925,5.986
Guatemala,2013,44.475,9.626
Guatemala,2014,44.862,8.102
Guatemala,2015,46.937,6.718
Guatemala,2016,45.829,8.345
Guatemala,2017,46.743,7.09
Guatemala,2018,45.392,8.81
Guatemala,2019,45.749,9.508
Guatemala,2021,40.827,10.412
Guatemala,2022,44.347,12.897
Guatemala,2023,38.403,7.511
Guinea,2002,30.735,17.298
Guinea,2019,41.492,24.845
Guinea-Bissau,2018,28.192,14.662
Guinea-Bissau,2019,25.286,13.172
Guinea-Bissau,2022,15.173,11.198
Guyana,2018,52.054,33.787
Guyana,2019,52.742,38.281
Haiti,2012,27.884,14.247
Honduras,2005,42.987,10.203
Honduras,2006,43.283,9.356
Honduras,2007,42.962,11.318
Honduras,2008,42.023,9.278
Honduras,2009,42.756,10.101
Honduras,2010,42.79,10.166
Honduras,2011,42.978,12.246
Honduras,2012,45.228,12.571
Honduras,2013,42.693,11.137
Honduras,2014,43.064,13.945
Honduras,2015,41.979,11.6
Honduras,2016,42.162,12.673
Honduras,2017,42.614,12.113
Honduras,2018,42.224,11.562
Honduras,2019,43.423,12.331
Honduras,2021,41.825,21.633
Honduras,2022,45.281,15.734
Honduras,2023,43.672,17.077
"Hong Kong, China",2009,6.97,7.87
"Hong Kong, China",2010,6.59,7.319
"Hong Kong, China",2011,5.81,6.5
"Hong Kong, China",2012,5.763,6.52
"Hong Kong, China",2013,6.194,7.151
"Hong Kong, China",2014,6.37,6.871
"Hong Kong, China",2015,6.766,6.441
"Hong Kong, China",2016,5.907,6.289
"Hong Kong, China",2017,6.164,6.603
"Hong Kong, China",2018,6.109,6.865
"Hong Kong, China",2019,6.062,7.392
"Hong Kong, China",2020,8.275,9.7
"Hong Kong, China",2021,6.328,8.135
"Hong Kong, China",2022,6.479,6.917
"Hong Kong, China",2023,5.625,6.252
Hungary,2000,18.109,12.73
Hungary,2001,16.157,11.423
Hungary,2002,15.589,11.936
Hungary,2003,14.247,10.089
Hungary,2004,14.449,10.33
Hungary,2005,20.817,16.801
Hungary,2006,13.863,11.033
Hungary,2007,13.026,9.925
Hungary,2008,12.91,10.056
Hungary,2009,14.521,12.717
Hungary,2010,13.434,11.708
Hungary,2011,14.334,12.137
Hungary,2012,15.975,13.648
Hungary,2013,17.413,13.609
Hungary,2014,15.309,12.005
Hungary,2015,12.794,10.425
Hungary,2016,13.346,8.857
Hungary,2017,14.327,7.906
Hungary,2018,14.061,7.603
Hungary,2019,13.231,8.928
Hungary,2020,14.068,9.554
Hungary,2021,13.18,8.197
Hungary,2022,11.375,8.385
Hungary,2023,11.133,8.595
Iceland,2000,5.167,2.021
Iceland,2001,3.282,2.933
Iceland,2002,4.712,6.872
Iceland,2003,8.252,5.311
Iceland,2004,9.711,5.314
Iceland,2005,5.082,5.052
Iceland,2006,5.955,4.311
Iceland,2007,5.182,3.592
Iceland,2008,5.441,4.671
Iceland,2009,7.169,10.057
Iceland,2010,7.828,7.941
Iceland,2011,6.164,8.078
Iceland,2012,5.589,7.616
Iceland,2013,4.93,7.898
Iceland,2014,5.279,6.148
Iceland,2015,3.186,6.257
Iceland,2016,3.653,4.87
Iceland,2017,3.832,4.28
Iceland,2018,5.844,4.817
Iceland,2019,3.684,6.68
Iceland,2020,6.222,7.066
Iceland,2021,5.604,8.251
Iceland,2022,4.246,7.771
Iceland,2023,3.501,7.952
India,2000,56.965,10.29
India,2004,46.24,7.58
India,2005,51.591,9.822
India,2010,50.429,9.874
India,2012,47.262,8.571
India,2018,48.076,15.302
India,2019,47.568,16.032
India,2020,45.673,17.651
India,2021,43.53,13.722
India,2022,41.835,11.16
India,2023,38.127,10.231
Indonesia,2000,38.472,19.961
Indonesia,2001,39.457,19.73
Indonesia,2002,40.7,21.313
Indonesia,2003,41.208,21.519
Indonesia,2004,41.23,21.557
Indonesia,2005,40.637,23.043
Indonesia,2006,39.493,21.701
Indonesia,2007,39.374,21.054
Indonesia,2008,36.831,19.709
Indonesia,2009,35.949,19.612
Indonesia,2010,34.721,18.741
Indonesia,2011,33.748,18.195
Indonesia,2012,31.006,15.079
Indonesia,2013,30.369,15.591
Indonesia,2014,29.524,15.381
Indonesia,2015,29.412,16.629
Indonesia,2016,29.103,16.082
Indonesia,2017,28.03,15.271
Indonesia,2018,27.859,15.8
Indonesia,2019,26.116,15.084
Indonesia,2020,26.807,16.89
Indonesia,2021,26.096,18.889
Indonesia,2022,27.189,17.675
Indonesia,2023,26.323,16.694
Iran (Islamic Republic of),2005,50.289,21.924
Iran (Islamic Republic of),2006,50.105,21.852
Iran (Islamic Republic of),2007,48.264,21.073
Iran (Islamic Republic of),2008,47.623,21.438
Iran (Islamic Republic of),2009,47.91,22.196
Iran (Islamic Republic of),2010,47.563,22.099
Iran (Islamic Republic of),2011,46.13,21.031
Iran (Islamic Republic of),2012,45.165,20.265
Iran (Islamic Republic of),2013,48.901,18.349
Iran (Islamic Republic of),2014,48.634,18.39
Iran (Islamic Republic of),2015,47.457,18.554
Iran (Islamic Republic of),2016,46.133,19.38
Iran (Islamic Republic of),2017,45.975,19.333
Iran (Islamic Republic of),2018,45.678,19.062
Iran (Islamic Republic of),2019,43.62,18.0
Iran (Islamic Republic of),2020,41.492,18.258
Iran (Islamic Republic of),2021,39.011,16.935
Iran (Islamic Republic of),2022,37.752,17.189
Iran (Islamic Republic of),2023,35.977,16.184
Iraq,2007,70.518,21.657
Iraq,2012,65.488,16.883
Iraq,2021,52.713,22.121
Ireland,2002,14.018,12.164
Ireland,2003,9.887,7.851
Ireland,2004,11.56,9.208
Ireland,2005,11.498,9.579
Ireland,2006,10.319,8.509
Ireland,2007,10.322,9.823
Ireland,2008,11.428,13.614
Ireland,2009,15.061,21.544
Ireland,2010,16.698,22.182
Ireland,2011,16.565,21.716
Ireland,2012,16.479,21.868
Ireland,2013,15.164,17.676
Ireland,2014,14.763,15.793
Ireland,2015,12.914,15.616
Ireland,2016,11.672,13.551
Ireland,2017,10.53,11.411
Ireland,2018,9.954,10.265
Ireland,2019,9.961,10.396
Ireland,2020,11.405,12.778
Ireland,2021,6.283,8.163
Ireland,2022,7.773,5.16
Ireland,2023,4.918,5.209
Israel,2012,17.073,13.657
Israel,2013,16.035,12.785
Israel,2014,16.567,12.349
Israel,2015,16.014,12.599
Israel,2016,15.012,12.349
Israel,2017,15.011,12.139
Israel,2018,14.23,12.601
Israel,2019,14.814,13.748
Israel,2020,16.299,15.823
Israel,2021,17.177,16.339
Israel,2022,16.134,14.758
Israel,2023,15.663,14.192
Italy,2000,21.777,16.478
Italy,2001,20.578,16.002
Italy,2002,18.797,14.524
Italy,2003,19.581,15.202
Italy,2004,18.805,13.947
Italy,2005,19.062,15.555
Italy,2006,18.266,15.402
Italy,2007,17.178,15.187
Italy,2008,18.029,15.214
Italy,2009,18.157,17.0
Italy,2010,19.048,18.948
Italy,2011,19.945,19.418
Italy,2012,20.845,21.09
Italy,2013,21.455,22.841
Italy,2014,21.481,22.85
Italy,2015,20.912,21.971
Italy,2016,19.693,20.238
Italy,2017,19.919,20.463
Italy,2018,19.412,19.078
Italy,2019,18.006,18.241
Italy,2020,18.995,19.26
Italy,2021,20.005,19.548
Italy,2022,15.402,16.283
Italy,2023,12.28,13.039
Jamaica,2008,34.109,21.589
Jamaica,2009,35.319,26.093
Jamaica,2010,35.62,27.603
Jamaica,2011,35.732,27.324
Jamaica,2012,36.458,28.154
Jamaica,2013,38.494,29.131
Jamaica,2014,37.279,28.709
Jamaica,2016,32.749,26.86
Jamaica,2017,31.306,24.546
Jamaica,2018,28.837,23.368
Jamaica,2019,24.932,20.917
Jamaica,2020,31.526,27.856
Jamaica,2021,27.91,24.225
Jamaica,2022,22.643,20.958
Jamaica,2023,20.282,19.13
Japan,2009,6.18,2.74
Japan,2010,5.98,2.62
Japan,2012,5.69,2.89
Japan,2013,5.21,2.75
Japan,2014,5.1,2.43
Japan,2015,4.77,2.6
Japan,2016,4.56,2.58
Japan,2017,4.43,2.42
Japan,2018,3.56,2.24
Japan,2019,3.76,2.73
Jordan,2017,48.256,28.796
Jordan,2018,43.831,30.164
Jordan,2019,43.776,29.317
Jordan,2020,41.077,30.597
Jordan,2021,38.286,28.333
Jordan,2022,36.055,27.486
Jordan,2023,34.544,26.285
Kenya,2005,29.975,15.357
Kenya,2016,18.241,9.196
Kenya,2019,24.288,14.972
Kenya,2021,24.966,12.206
Kenya,2022,32.831,22.896
Kiribati,2015,47.597,46.19
Kiribati,2019,50.428,53.456
Kiribati,2020,55.847,51.583
Kosovo,2000,59.652,31.436
Kosovo,2012,40.957,31.352
Kosovo,2013,41.369,30.574
Kosovo,2014,34.085,26.698
Kosovo,2015,35.401,28.339
Kosovo,2016,34.457,26.524
Kosovo,2017,31.662,23.817
Kosovo,2018,29.855,29.545
Kosovo,2019,34.249,31.139
Kosovo,2020,33.153,33.778
Kosovo,2021,32.441,31.674
Kosovo,2022,33.765,32.091
Kosovo,2023,33.852,32.685
Kyrgyzstan,2010,25.59,12.643
Kyrgyzstan,2011,25.301,10.214
Kyrgyzstan,2012,25.577,10.674
Kyrgyzstan,2013,30.619,14.793
Kyrgyzstan,2014,29.811,13.317
Kyrgyzstan,2015,29.595,14.031
Kyrgyzstan,2016,29.029,12.368
Kyrgyzstan,2017,30.51,12.867
Kyrgyzstan,2018,29.547,12.157
Kyrgyzstan,2019,30.3,13.143
Kyrgyzstan,2020,30.865,14.887
Kyrgyzstan,2021,28.04,12.198
Kyrgyzstan,2022,28.02,11.94
Lao People's Democratic Republic,2010,5.891,4.337
Lao People's Democratic Republic,2017,27.876,23.605
Lao People's Democratic Republic,2022,24.614,20.392
Latin America and the Caribbean,2005,30.151,12.482
Latin America and the Caribbean,2006,29.742,12.061
Latin America and the Caribbean,2007,29.269,12.059
Latin America and the Caribbean,2008,28.883,12.013
Latin America and the Caribbean,2009,28.664,12.658
Latin America and the Caribbean,2010,28.238,12.563
Latin America and the Caribbean,2011,28.247,12.434
Latin America and the Caribbean,2012,28.432,12.399
Latin America and the Caribbean,2013,28.562,12.739
Latin America and the Caribbean,2014,28.67,12.732
Latin America and the Caribbean,2015,29.122,13.091
Latin America and the Caribbean,2016,29.088,13.901
Latin America and the Caribbean,2017,29.302,14.075
Latin America and the Caribbean,2018,28.933,14.169
Latin America and the Caribbean,2019,28.425,14.295
Latin America and the Caribbean,2020,30.964,17.634
Latin America and the Caribbean,2021,28.187,15.238
Latin America and the Caribbean,2022,26.757,14.116
Latin America and the Caribbean,2023,25.96,13.638
Latin America and the Caribbean,2024,25.946,13.586
Latin America and the Caribbean,2025,25.919,13.524
Latin America and the Caribbean,2026,25.893,13.466
Latin America and the Caribbean: High income,2005,26.875,14.722
Latin America and the Caribbean: High income,2006,26.633,14.628
Latin America and the Caribbean: High income,2007,26.298,14.65
Latin America and the Caribbean: High income,2008,27.053,15.762
Latin America and the Caribbean: High income,2009,27.462,17.201
Latin America and the Caribbean: High income,2010,25.666,15.181
Latin America and the Caribbean: High income,2011,25.524,14.796
Latin America and the Caribbean: High income,2012,24.158,14.15
Latin America and the Caribbean: High income,2013,24.127,14.405
Latin America and the Caribbean: High income,2014,24.793,14.7
Latin America and the Caribbean: High income,2015,24.339,14.828
Latin America and the Caribbean: High income,2016,22.643,14.402
Latin America and the Caribbean: High income,2017,22.797,14.76
Latin America and the Caribbean: High income,2018,21.799,14.476
Latin America and the Caribbean: High income,2019,20.868,14.961
Latin America and the Caribbean: High income,2020,22.275,17.829
Latin America and the Caribbean: High income,2021,20.188,15.208
Latin America and the Caribbean: High income,2022,18.461,13.927
Latin America and the Caribbean: High income,2023,18.998,14.116
Latin America and the Caribbean: High income,2024,19.028,14.096
Latin America and the Caribbean: High income,2025,19.054,14.075
Latin America and the Caribbean: High income,2026,19.078,14.049
Latin America and the Caribbean: Lower-middle income,2005,30.454,10.303
Latin America and the Caribbean: Lower-middle income,2006,30.622,9.862
Latin America and the Caribbean: Lower-middle income,2007,30.807,10.493
Latin America and the Caribbean: Lower-middle income,2008,29.932,9.916
Latin America and the Caribbean: Lower-middle income,2009,30.168,9.938
Latin America and the Caribbean: Lower-middle income,2010,30.515,9.935
Latin America and the Caribbean: Lower-middle income,2011,30.871,10.274
Latin America and the Caribbean: Lower-middle income,2012,31.251,9.871
Latin America and the Caribbean: Lower-middle income,2013,30.484,9.7
Latin America and the Caribbean: Lower-middle income,2014,31.316,10.204
Latin America and the Caribbean: Lower-middle income,2015,32.074,10.482
Latin America and the Caribbean: Lower-middle income,2016,30.475,10.119
Latin America and the Caribbean: Lower-middle income,2017,30.833,9.936
Latin America and the Caribbean: Lower-middle income,2018,30.488,9.609
Latin America and the Caribbean: Lower-middle income,2019,29.966,9.926
Latin America and the Caribbean: Lower-middle income,2020,32.087,14.1
Latin America and the Caribbean: Lower-middle income,2021,29.787,13.042
Latin America and the Caribbean: Lower-middle income,2022,30.718,11.428
Latin America and the Caribbean: Lower-middle income,2023,29.718,11.653
Latin America and the Caribbean: Lower-middle income,2024,29.561,11.577
Latin America and the Caribbean: Lower-middle income,2025,29.26,11.368
Latin America and the Caribbean: Lower-middle income,2026,29.016,11.188
Latin America and the Caribbean: Upper-middle income,2005,30.3,12.514
Latin America and the Caribbean: Upper-middle income,2006,29.842,12.079
Latin America and the Caribbean: Upper-middle income,2007,29.314,12.033
Latin America and the Caribbean: Upper-middle income,2008,28.903,11.965
Latin America and the Caribbean: Upper-middle income,2009,28.616,12.615
Latin America and the Caribbean: Upper-middle income,2010,28.203,12.619
Latin America and the Caribbean: Upper-middle income,2011,28.192,12.472
Latin America and the Caribbean: Upper-middle income,2012,28.44,12.5
Latin America and the Caribbean: Upper-middle income,2013,28.643,12.886
Latin America and the Caribbean: Upper-middle income,2014,28.663,12.827
Latin America and the Caribbean: Upper-middle income,2015,29.132,13.207
Latin America and the Caribbean: Upper-middle income,2016,29.304,14.175
Latin America and the Caribbean: Upper-middle income,2017,29.507,14.372
Latin America and the Caribbean: Upper-middle income,2018,29.168,14.522
Latin America and the Caribbean: Upper-middle income,2019,28.683,14.618
Latin America and the Caribbean: Upper-middle income,2020,31.309,17.915
Latin America and the Caribbean: Upper-middle income,2021,28.452,15.422
Latin America and the Caribbean: Upper-middle income,2022,26.834,14.351
Latin America and the Caribbean: Upper-middle income,2023,25.984,13.783
Latin America and the Caribbean: Upper-middle income,2024,25.976,13.732
Latin America and the Caribbean: Upper-middle income,2025,25.966,13.683
Latin America and the Caribbean: Upper-middle income,2026,25.954,13.635
Latvia,2002,12.443,13.206
Latvia,2003,16.616,8.925
Latvia,2004,16.435,8.351
Latvia,2005,12.975,8.864
Latvia,2006,15.112,7.926
Latvia,2007,14.432,9.537
Latvia,2008,13.524,10.183
Latvia,2009,16.318,18.618
Latvia,2010,16.902,18.697
Latvia,2011,16.0,16.068
Latvia,2012,14.637,15.139
Latvia,2013,13.447,12.635
Latvia,2014,12.777,11.306
Latvia,2015,11.727,9.366
Latvia,2016,9.711,12.629
Latvia,2017,11.867,12.041
Latvia,2018,7.092,8.665
Latvia,2019,8.607,9.838
Latvia,2020,8.543,8.552
Latvia,2021,8.908,8.477
Latvia,2022,4.972,10.445
Latvia,2023,4.541,6.808
Lebanon,2007,27.3,15.98
Lebanon,2019,28.889,17.91
Lesotho,2019,42.138,28.201
Liberia,2010,28.946,19.075
Liberia,2014,19.997,9.609
Liberia,2016,16.834,8.92
Liberia,2017,40.852,38.842
Lithuania,2000,16.523,17.845
Lithuania,2001,12.775,17.856
Lithuania,2002,10.929,11.361
Lithuania,2003,10.851,8.712
Lithuania,2004,10.428,9.338
Lithuania,2005,9.323,8.235
Lithuania,2006,8.476,8.161
Lithuania,2007,7.884,6.282
Lithuania,2008,9.142,8.567
Lithuania,2009,10.536,13.652
Lithuania,2010,11.602,14.694
Lithuania,2011,10.448,13.138
Lithuania,2012,9.498,12.762
Lithuania,2013,10.624,11.636
Lithuania,2014,10.338,9.508
Lithuania,2015,9.316,9.082
Lithuania,2016,8.783,10.002
Lithuania,2017,9.228,9.073
Lithuania,2018,7.61,8.447
Lithuania,2019,7.529,9.714
Lithuania,2020,9.193,12.246
Lithuania,2021,10.901,11.702
Lithuania,2022,9.121,10.162
Lithuania,2023,12.595,14.452
Luxembourg,2000,7.413,2.726
Luxembourg,2001,6.634,4.424
Luxembourg,2002,7.978,2.099
Luxembourg,2003,5.818,4.463
Luxembourg,2004,7.926,4.629
Luxembourg,2005,6.745,4.274
Luxembourg,2006,7.31,6.078
Luxembourg,2007,6.582,4.743
Luxembourg,2008,7.835,4.611
Luxembourg,2009,6.354,5.901
Luxembourg,2010,4.753,5.667
Luxembourg,2011,5.401,4.606
Luxembourg,2012,5.378,6.083
Luxembourg,2013,4.738,5.959
Luxembourg,2014,4.946,7.737
Luxembourg,2015,5.421,6.181
Luxembourg,2016,6.837,5.623
Luxembourg,2017,5.822,6.561
Luxembourg,2018,6.785,4.456
Luxembourg,2019,4.453,5.085
Luxembourg,2020,5.153,8.207
Luxembourg,2021,8.595,10.994
Luxembourg,2022,9.67,10.252
Luxembourg,2023,10.513,5.967
MENA,2005,49.701,19.643
MENA,2006,49.668,19.23
MENA,2007,48.946,18.812
MENA,2008,48.681,18.595
MENA,2009,48.378,18.204
MENA,2010,49.157,18.102
MENA,2011,47.575,18.646
MENA,2012,46.64,18.577
MENA,2013,46.61,18.013
MENA,2014,45.816,18.114
MENA,2015,45.153,19.08
MENA,2016,44.754,19.275
MENA,2017,44.62,19.482
MENA,2018,44.739,19.409
MENA,2019,45.293,18.973
MENA,2020,46.436,20.758
MENA,2021,45.017,19.978
MENA,2022,44.267,19.259
MENA,2023,44.212,19.384
MENA,2024,44.174,19.344
MENA,2025,44.133,19.24
MENA,2026,44.107,19.16
"Macao, China",2009,5.71,8.42
"Macao, China",2010,5.47,6.91
"Macao, China",2011,6.3,6.28
"Macao, China",2012,5.94,5.57
"Macao, China",2013,4.96,5.59
"Macao, China",2014,5.13,4.89
"Macao, China",2015,5.36,5.25
"Macao, China",2016,4.32,5.56
Madagascar,2012,4.266,3.31
Madagascar,2022,29.998,18.442
Malawi,2005,20.345,13.908
Malawi,2011,22.573,13.039
Malawi,2013,24.287,13.826
Malawi,2017,29.5,16.809
Malawi,2020,24.887,13.665
Malaysia,2000,23.422,14.319
Malaysia,2011,19.36,9.68
Malaysia,2012,18.65,9.56
Malaysia,2013,18.52,9.14
Malaysia,2014,17.27,8.62
Malaysia,2016,15.25,8.42
Malaysia,2017,15.09,8.8
Malaysia,2018,16.08,9.14
Malaysia,2019,15.04,8.1
Malaysia,2020,14.75,12.6
Malaysia,2021,11.61,7.09
Malaysia,2022,10.57,9.91
Maldives,2009,35.403,29.327
Maldives,2014,29.605,15.984
Maldives,2016,26.081,22.457
Maldives,2019,28.506,24.072
Mali,2010,15.75,10.7
Mali,2013,26.475,9.071
Mali,2014,31.727,9.985
Mali,2015,33.833,14.896
